Y	"The total population of <location>Dominican Republic</location> is <number>10,088,598</number> and it 's more populated than its neighboring country , Haiti with"	Dominican Republic	Dominican Republic	population	10056181	1	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	10088598	0.00322359	htmlPages2textPARSEDALL/http:||aroundtheworldingeographyclass.wikispaces.com|Dominican%20Republic%20-%20Janghoon%20Choi.json
Y	"<location>Mongolia</location> has a population of <number>3,179,997</number> ."	Mongolia	Mongolia	population	2892876	2	"[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+*extend*a~det+has~dobj+population~prep_of+NUMBER_SLOT']"	3179997	0.099251057	htmlPages2textPARSEDALL/http:||aroundtheworldingeographyclass.wikispaces.com|Mongolia-+Ligia+Cruz+10C.json
Y	"<location>Senegal</location> has an estimated Population as at棠 题 2009棠 题 of <number>13,711,597</number> with GDP棠 题 -LRB- PPP -RRB- as at 2010 of $ 23.274 棠 题 billion and per capita $ 1,772 ."	Senegal	Senegal	population	12767556	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	13711597	0.073940619	htmlPages2textPARSEDALL/http:||article.sapub.org|10.5923.j.economics.20130306.02.html.json
Y	"According to the UN , <location>Nicaragua</location> has a population of <number>7,243,000</number> -LRB- July 1 , 2009 -RRB- with a population growth rate of 1.31 % -LRB- during the period 2005-210 -RRB- and a birth rate of 24.9 / 1,000 population -LRB- 2005棠 cents 题 $ 题 `` 2010 -RRB- , third highest in the region ."	Nicaragua	Nicaragua	population	5869859	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	7243000	0.233930832	htmlPages2textPARSEDALL/http:||article.wn.com|view|2014|08|30|Few_Nicaraguans_among_Central_Americas_exodus_to_US_f|.json
Y	"<location>Lesotho</location> , a landlocked enclave of South Africa , has a population of nearly <number>2 million</number> and covers an area slightly smaller than the U.S. state of Maryland , according to the World Factbook ."	Lesotho	Lesotho	population	2193843	2	"[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+*extend*a~det+has~dobj+population~prep_of+NUMBER_SLOT']"	2000000	0.088357736	htmlPages2textPARSEDALL/http:||article.wn.com|view|2014|08|30|Lesotho_coup_forces_PM_Thabane_to_South_Africa|.json
Y	"Damian Weilers Mission Statement Mwanza and Shinyanga Regions , Tanzania , December 2013 Population of <location>Tanzania</location> : <number>48 million</number> -LRB- approx . -RRB-"	Tanzania	Tanzania	population	46218486	1	[u'LOCATION_SLOT~-prep_of+population~dep+NUMBER_SLOT']	48000000	0.038545486	htmlPages2textPARSEDALL/http:||article.wn.com|view|2014|08|31|Mwanza_to_Reduce_Population_Growth|.json
N	"Formerly known as French Guinea -LRB- French : Guin棠 题 濠 e fran棠 题 澶 aise -RRB- , it is today sometimes called Guinea-Conakry to distinguish it from its neighbour <location>Guinea-Bissau</location> and the Republic of Equatorial Guinea.It has a population of <number>10,057,975</number> and an area of 246,000 square kilometres -LRB- 94,981 sq mi -RRB- ."	Guinea-Bissau	Guinea-Bissau	population	1547061	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	10057975	5.501343515	htmlPages2textPARSEDALL/http:||article.wn.com|view|2014|09|03|Changing_tides_in_African_small_islands_the_case_of_Cabo_Ver|.json
Y	"The population of <location>Ghana</location> is currently estimated at <number>21,029,853</number> with females constituting over 52 % of the total population ."	Ghana	Ghana	population	24965816	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	21029853	0.15765409	htmlPages2textPARSEDALL/http:||articles.ghananation.com|articles|republic-of-ghana|3035-life-expectancy-in-ghana.html.json
Y	"The population of <location>Guinea</location> is estimated at <number>10.2 million</number> with 24 ethnic groups : The most prominent groups are the `` Fula , Mandinka and Susu '' ."	Guinea	Guinea	population	10221808	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	10200000	0.002133478	htmlPages2textPARSEDALL/http:||asangare79.blogspot.com|.json
Y	"The population of <location>Guinea</location> is estimated at <number>10.2 million</number> with 24 ethnic groups : The most prominent groups are the `` Fula , Mandinka and Susu '' ."	Guinea	Guinea	population	10221808	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	10200000	0.002133478	htmlPages2textPARSEDALL/http:||asangare79.blogspot.com|2010_03_01_archive.html.json
Y	"The population of <location>North Korea</location> was estimated at <number>9,307,000</number> at the time of liberation ."	North Korea	North Korea	population	24763188	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	9307000	0.624159862	htmlPages2textPARSEDALL/http:||asiasociety.org|countries|population-change-and-development-korea.json
Y	"<location>Guinea-Bissau</location> has a population -LRB- 2001 estimate -RRB- of <number>1,315,822</number> ."	Guinea-Bissau	Guinea-Bissau	population	1547061	2	"[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+*extend*a~det+has~dobj+population~prep_of+NUMBER_SLOT']"	1315822	0.149469866	htmlPages2textPARSEDALL/http:||atlas.freegk.com|world|africa|guinea_bissau|guinea_bissau.php.json
Y	"The population of <location>Niger</location> is <number>10,355,156</number> -LRB- 2001 estimate -RRB- ."	Niger	Niger	population	16068994	2	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT', u'""the"",""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	10355156	0.355581563	htmlPages2textPARSEDALL/http:||atlas.freegk.com|world|africa|niger|niger.php.json
N	"Compared with other countries , <location>Malaysia</location> and the region of 334.000 sq km area has a population of <number>45 million</number> , with the Thai State 514.000 sq km area has a population of 50 million and the Republic of Indonesia by land area of 2,027,087 sq km has 150 million ."	Malaysia	Malaysia	population	28859154	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	45000000	0.559297268	htmlPages2textPARSEDALL/http:||bahasainggeris16.blogspot.com|.json
N	"Compared with other countries , <location>Malaysia</location> and the region of 334.000 sq km area has a population of <number>45 million</number> , with the Thai State 514.000 sq km area has a population of 50 million and the Republic of Indonesia by land area of 2,027,087 sq km has 150 million ."	Malaysia	Malaysia	population	28859154	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	45000000	0.559297268	htmlPages2textPARSEDALL/http:||bahasainggeris16.blogspot.com|2010|01|malaysia-population-policy-towards-70.html.json
Y	"The population of <location>Trinidad and Tobago</location> in 2003 was estimated by the United Nations at <number>1,303,000</number> , which placed it as number 148 in population among the 193 ..."	Trinidad and Tobago	Trinidad and Tobago	population	1346350	2	"[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']"	1303000	0.032198165	htmlPages2textPARSEDALL/http:||batado.co|population-of-trinidad-and-tobago|.json
Y	"<location>Bangladesh</location> has an estimated population of <number>140 million</number> -LRB- circa 2005 -RRB- , living in an area of about 55,000 square miles ."	Bangladesh	Bangladesh	population	161083804	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	140000000	0.130887175	htmlPages2textPARSEDALL/http:||bdgarments.wordpress.com|history|.json
Y	"But what blows my mind is the population of <location>Iceland</location> is <number>317,000</number> ."	Iceland	Iceland	population	321857	2	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT', u'""the"",""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	317000	0.015090553	htmlPages2textPARSEDALL/http:||bilbo.economicoutlook.net|blog|?p=18609.json
Y	"But what blows my mind is the population of <location>Iceland</location> is <number>317,000</number> ."	Iceland	Iceland	population	321857	2	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT', u'""the"",""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	317000	0.015090553	htmlPages2textPARSEDALL/http:||bilbo.economicoutlook.net|blog|?p=18609.json
Y	<location>North Korea</location> has a population of a little less than <number>25 million</number>	North Korea	North Korea	population	24763188	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	25000000	0.009563066	htmlPages2textPARSEDALL/http:||boards.straightdope.com|sdmb|showthread.php?p=17689781.json
Y	<location>North Korea</location> has a population of a little less than <number>25 million</number>	North Korea	North Korea	population	24763188	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	25000000	0.009563066	htmlPages2textPARSEDALL/http:||boards.straightdope.com|sdmb|showthread.php?p=17689781.json
Y	<location>North Korea</location> has a population of a little less than <number>25 million</number>	North Korea	North Korea	population	24763188	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	25000000	0.009563066	htmlPages2textPARSEDALL/http:||boards.straightdope.com|sdmb|showthread.php?p=17697256.json
Y	<location>North Korea</location> has a population of a little less than <number>25 million</number>	North Korea	North Korea	population	24763188	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	25000000	0.009563066	htmlPages2textPARSEDALL/http:||boards.straightdope.com|sdmb|showthread.php?p=17697256.json
Y	<location>North Korea</location> has a population of a little less than <number>25 million</number>	North Korea	North Korea	population	24763188	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	25000000	0.009563066	htmlPages2textPARSEDALL/http:||boards.straightdope.com|sdmb|showthread.php?t=732461&goto=newpost.json
Y	<location>North Korea</location> has a population of a little less than <number>25 million</number>	North Korea	North Korea	population	24763188	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	25000000	0.009563066	htmlPages2textPARSEDALL/http:||boards.straightdope.com|sdmb|showthread.php?t=732461&goto=newpost.json
Y	"The current population of <location>Burundi</location> is <number>10,557,259</number> people ."	Burundi	Burundi	population	10216190	1	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	10557259	0.033385147	htmlPages2textPARSEDALL/http:||burundi.wikispaces.com|.json
Y	"The population of <location>Croatia</location> is <number>4,290,612</number> -LRB- census 2011 -RRB- and its capital and largest city is Zagreb with a population of 792,875 , followed by Split-Dalmatia with a population of 455,242 ."	Croatia	Croatia	population	4267000	2	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT', u'""the"",""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	4290612	0.00553363	htmlPages2textPARSEDALL/http:||businessculture.org|southern-europe|business-culture-in-croatia|.json
Y	"According to the 2010 Population Census , <location>Belize</location> has a total population of <number>312,698</number> of which , 60.9 % are under 25 years old ."	Belize	Belize	population	356600	2	"[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+*extend*a~det+has~dobj+population~prep_of+NUMBER_SLOT']"	312698	0.123112731	htmlPages2textPARSEDALL/http:||caribbean.unfpa.org|public|cache|offonce|Home|Countries|Belize.json
Y	"According to the 2010 Population Census , <location>Belize</location> has a total population of <number>312,698</number> of which , 60.9 % are under 25 years old ."	Belize	Belize	population	356600	2	"[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+*extend*a~det+has~dobj+population~prep_of+NUMBER_SLOT']"	312698	0.123112731	htmlPages2textPARSEDALL/http:||caribbean.unfpa.org|public|Home|Countries|Belize.json
Y	"The total population of the <location>Philippines</location> as of May 1 , 2010 is <number>92,337,852</number> based on the 2010 Census of Population and Housing ."	Philippines	Philippines	population	94852030	1	[u'LOCATION_SLOT~-prep_of+*extend*is~cop+population~-nsubj+NUMBER_SLOT']	92337852	0.026506317	htmlPages2textPARSEDALL/http:||census.gov.ph|.json
Y	"The total population of the <location>Philippines</location> as of May 1 , 2010 is <number>92,337,852</number> based on the 2010 Census of Population and Housing ."	Philippines	Philippines	population	94852030	1	[u'LOCATION_SLOT~-prep_of+*extend*is~cop+population~-nsubj+NUMBER_SLOT']	92337852	0.026506317	htmlPages2textPARSEDALL/http:||census.gov.ph|statistics|census|population-and-housing.json
Y	"The total population of the <location>Philippines</location> as of May 1 , 2010 is <number>92,337,852</number> based on the 2010 Census of Population and Housing ."	Philippines	Philippines	population	94852030	1	[u'LOCATION_SLOT~-prep_of+*extend*is~cop+population~-nsubj+NUMBER_SLOT']	92337852	0.026506317	htmlPages2textPARSEDALL/http:||census.gov.ph|statistics|census|population-and-housing.json
Y	"<location>Chile</location> on the other hand has half the real GDP of Argentina , but also has a way smaller population of <number>16,601,707</number> ."	Chile	Chile	population	17402630	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	16601707	0.046023101	htmlPages2textPARSEDALL/http:||chiletoday.weebly.com|real-gdp.html.json
Y	"The population of the <location>Dominican Republic</location> was estimated at <number>8,442,533</number> in July 2000 , an increase of 15 percent from the 1993 census figure of ."	Dominican Republic	Dominican Republic	population	10056181	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	8442533	0.160463301	htmlPages2textPARSEDALL/http:||clewjuz.fulba.com|s4.json
Y	"The population of the <location>Dominican Republic</location> was estimated at <number>8,442,533</number> in July 2000 , an increase of 15 percent from the 1993 census figure of ."	Dominican Republic	Dominican Republic	population	10056181	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	8442533	0.160463301	htmlPages2textPARSEDALL/http:||clewjuz.fulba.com|s4.json
Y	"The population of <location>Barbados</location> is <number>278,870</number> and population density is 1,680 per square meter ."	Barbados	Barbados	population	273925	2	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT', u'""the"",""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	278870	0.018052387	htmlPages2textPARSEDALL/http:||connection.ebscohost.com|tag|BARBADOS%20--%20Economic%20conditions&offset=100.json
Y	"The population of <location>Botswana</location> is <number>1,640,115</number> and population density is 3 per square meter ."	Botswana	Botswana	population	2030738	2	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT', u'""the"",""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	1640115	0.192355193	htmlPages2textPARSEDALL/http:||connection.ebscohost.com|tag|BOTSWANA%2B--%2BEconomic%2Bconditions%2B--%2B1966-.json
Y	"As per the demographic statistics , population of <location>Dominica</location> is <number>69,278</number> , while population density is 238 per square mile ."	Dominica	Dominica	population	67675	2	"[u'LOCATION_SLOT~-prep_of+*extend*is~cop+population~-nsubj+NUMBER_SLOT', u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	69278	0.023686738	htmlPages2textPARSEDALL/http:||connection.ebscohost.com|tag|DOMINICA%2B--%2BEconomic%2Bconditions.json
Y	"The population of <location>Gabon</location> is <number>1,394,307</number> and population density is 13 per square meter ."	Gabon	Gabon	population	1534262	2	"[u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT', u'""the"",""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	1394307	0.091219753	htmlPages2textPARSEDALL/http:||connection.ebscohost.com|tag|GABON%2B--%2BEconomic%2Bconditions%2B--%2B1960-.json
Y	"The population of <location>Tonga</location> is <number>110,237</number> ."	Tonga	Tonga	population	104509	3	"[u'LOCATION_SLOT~-prep_of+*extend*is~cop+population~-nsubj+NUMBER_SLOT', u'""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT', u'""the"",""population"",""of"",LOCATION_SLOT,""is"",NUMBER_SLOT']"	110237	0.054808677	htmlPages2textPARSEDALL/http:||connection.ebscohost.com|tag|TONGA%2B--%2BEconomic%2Bconditions.json
Y	"<location>Ukraine</location> has a population of <number>46 million</number> , roughly the same as South Korea , South Africa , Spain , or Colombia ."	Ukraine	Ukraine	population	45706100	2	"[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+*extend*a~det+has~dobj+population~prep_of+NUMBER_SLOT']"	46000000	0.006430214	htmlPages2textPARSEDALL/http:||conversableeconomist.blogspot.com|2014|03|primer-on-ukraines-economic-troubles.html.json
Y	"<location>Senegal</location> has a population of over <number>12.5 million</number> , about 42 percent of whom live in rural areas ."	Senegal	Senegal	population	12767556	2	"[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+*extend*a~det+has~dobj+population~prep_of+NUMBER_SLOT']"	12500000	0.020955929	htmlPages2textPARSEDALL/http:||country-facts.com|en|country|africa|76-senegal|592-senegal-demographics-and-ethnicity.html.json
Y	"<location>Antigua and Barbuda</location> ended 2013 with a population of <number>89,985</number> people , which represents an increasea of 916 people compared to 2012 ."	Antigua and Barbuda	Antigua and Barbuda	population	89612	2	"[u'LOCATION_SLOT~-nsubj+ended~prep_with+*extend*DATE~dobj+population~prep_of+people~num+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+ended~prep_with+*extend*DATE~dobj+population~prep_of+people~num+NUMBER_SLOT']"	89985	0.004162389	htmlPages2textPARSEDALL/http:||countryeconomy.com|demography|population|antigua-barbuda.json
Y	"<location>Bosnia</location> and Herzegovina ended 2013 with a population of <number>3,829,307</number> people , which represents a decrease of 4,609 people compared to 2012 ."	Bosnia	Bosnia and Herzegovina	population	3834000	1	[u'LOCATION_SLOT~-nsubj+ended~prep_with+*extend*DATE~dobj+population~prep_of+people~num+NUMBER_SLOT']	3829307	0.001224048	htmlPages2textPARSEDALL/http:||countryeconomy.com|demography|population|bosnia-herzegovina.json
Y	"Burma - <location>Myanmar</location> ended 2013 with a population of <number>53,259,018</number> people , which represents an increasea of 461,699 people compared to 2012 ."	Myanmar	Myanmar	population	52797319	1	[u'LOCATION_SLOT~-nsubj+ended~prep_with+*extend*DATE~dobj+population~prep_of+people~num+NUMBER_SLOT']	53259018	0.008744743	htmlPages2textPARSEDALL/http:||countryeconomy.com|demography|population|burma.json
Y	"<location>Saint Vincent and the Grenadines</location> ended 2013 with a population of <number>109,373</number> people , which represents"	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines	population	109365	2	"[u'LOCATION_SLOT~-nsubj+ended~prep_with+*extend*DATE~dobj+population~prep_of+people~num+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+ended~prep_with+*extend*DATE~dobj+population~prep_of+people~num+NUMBER_SLOT']"	109373	7.31E-05	htmlPages2textPARSEDALL/http:||countryeconomy.com|demography|population|saint-vincent-the-grenadines.json
Y	"<location>Trinidad and Tobago</location> ended 2013 with a population of <number>1,341,151</number> people , which represents an increasea of 3,712 people compared to 2012 ."	Trinidad and Tobago	Trinidad and Tobago	population	1346350	2	"[u'LOCATION_SLOT~-nsubj+ended~prep_with+*extend*DATE~dobj+population~prep_of+people~num+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+ended~prep_with+*extend*DATE~dobj+population~prep_of+people~num+NUMBER_SLOT']"	1341151	0.003861552	htmlPages2textPARSEDALL/http:||countryeconomy.com|demography|population|trinidad-tobago.json
Y	"The current population of <location>Kiribati</location> is estimated at <number>102,697</number> ."	Kiribati	Kiribati	population	101093	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	102697	0.015866578	htmlPages2textPARSEDALL/http:||countryoffice.unfpa.org|pacific|2013|07|22|7433|kiribati|.json
Y	In mid-1993 the population of <location>Azerbaijan</location> was estimated at <number>7.6 million</number> .	Azerbaijan	Azerbaijan	population	9168000	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	7600000	0.171029668	htmlPages2textPARSEDALL/http:||countrystudies.us|azerbaijan|18.htm.json
Y	"In 1993 the population of <location>Kyrgyzstan</location> was estimated at <number>4.46 million</number> , of whom 56.5 percent were ethnic Kyrgyz , 18.8 percent were Russians , 12.9 percent were Uzbeks , 2.1 percent were Ukrainians , and 1.0 percent were Germans -LRB- see table 4 , Appendix -RRB- ."	Kyrgyzstan	Kyrgyzstan	population	5507000	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	4460000	0.190121663	htmlPages2textPARSEDALL/http:||countrystudies.us|kyrgyzstan|13.htm.json
Y	"By the beginning of 1992 , the population of <location>Portugal</location> , including the Azores and Madeira , was estimated at nearly <number>10.5 million</number> ."	Portugal	Portugal	population	10556999	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	10500000	0.005399167	htmlPages2textPARSEDALL/http:||countrystudies.us|portugal|47.htm.json
Y	"<location>Aruba</location> is 193 square kilometers in size -LRB- slightly larger than Washington , D.C. -RRB- and has a population of <number>69,539</number> -LRB- July 2000 est. -RRB- ."	Aruba	Aruba	population	108141	2	"[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT', u'LOCATION_SLOT~-nsubj+*extend*a~det+has~dobj+population~prep_of+NUMBER_SLOT']"	69539	0.356959895	htmlPages2textPARSEDALL/http:||dax-directview.comscore.com|directview-server-proxy|http|docs.askives.com|current-population-of-aruba.html.json
Y	"i. ... <location>Aruba</location> has a population of 90 <number>506</number> -LRB- census , 2000 -RRB- ."	Aruba	Aruba	population	108141	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	506	0.995320924	htmlPages2textPARSEDALL/http:||dax-directview.comscore.com|directview-server-proxy|http|docs.askives.com|current-population-of-aruba.html.json
Y	"Current Population of <location>India</location> - India , with 1,220,200,000 -LRB- <number>1.22 billion</number> -RRB- people is the second most populous country in the world , while China is on the top with over 1,350,044,605 -LRB- 1.35 billion -RRB- people ."	India	India	population	1236686732	1	[u'LOCATION_SLOT~-prep_of+population~dep+NUMBER_SLOT']	1220000000	0.013493095	htmlPages2textPARSEDALL/http:||defenceforumindia.com|forum|politics-society|30771-indias-population-2012-a.html.json
Y	"The population of <location>Austria</location> in 2003 was estimated by the United Nations at <number>8,116,000</number> , which placed it as number 91 in population among the 193 nations of the world"	Austria	Austria	population	8419000	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	8116000	0.035990023	htmlPages2textPARSEDALL/http:||digilander.libero.it|holidayresort|population_of_austria.html.json
Y	Population The population of <location>Austria</location> was estimated at <number>8192880</number> in 2006 .	Austria	Austria	population	8419000	1	[u'LOCATION_SLOT~-prep_of+population~-nsubjpass+estimated~prep_at+NUMBER_SLOT']	8192880	0.026858297	htmlPages2textPARSEDALL/http:||digilander.libero.it|holidayresort|population_of_austria.html.json
Y	"<location>Sweden</location> has a population of less than <number>10 million</number> , less than a third of our 30 million population but its 2013 gross domestic product -LRB- GDP 挞 $ `` sum of goods and services produced in a country -RRB- of US$ 558 billion was nearly 80 percent higher than Malaysia棠 cents 题 $ 题 s US$ 312 billion , according to World Bank figures ."	Sweden	Sweden	population	9514406	1	[u'LOCATION_SLOT~-nsubj+has~dobj+population~prep_of+NUMBER_SLOT']	10000000	0.051037763	htmlPages2textPARSEDALL/http:||dinmerican.wordpress.com|2014|07|03|more-malaysian-babies|.json
