N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number><number>5.9</number></number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number><number>5.5</number></number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number><number>5.0</number></number> % -RRB- and <location><location><location>Chile</location></location></location> -LRB- <number><number>4.6</number></number> % -RRB- ."	Chile	Chile	gdp_growth_rate	5.55537	2	"[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	5	0.099969939	htmlPages2textPARSEDALL/http:||www.24-7pressrelease.com|press-release|nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013-359728.php.json
Y		"The IMF estimates <location>Burundi</location> 's growth at <number>4</number> percent in 2012 , when inflation spiked as high as 25 percent and prompted strikes in the central African country ."	Burundi	Burundi	gdp_growth_rate	4.003347	2	"[u'LOCATION_SLOT,""\'s"",""growth"",""at"",NUMBER_SLOT', u'LOCATION_SLOT,""\'s"",""growth"",""at"",NUMBER_SLOT,""PERCENT""']"	4	0.00083605	htmlPages2textPARSEDALL/http:||www.african-markets.com|en|news|east-africa|burundi|burundi-economy-to-grow-4-7-in-2014-imf.json
Y		"<location>Antigua and Barbuda</location> GDP growth -LRB- annual % -RRB- 2012 : <number>2.33</number> , Percent change"	Antigua and Barbuda	Antigua and Barbuda	gdp_growth_rate	2.331803	4	"[u'*extend*gdp~nn+LOCATION_SLOT~-nn+growth~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+growth~dep+*extend*change~appos+NUMBER_SLOT', u'*extend*gdp~nn+LOCATION_SLOT~-nn+growth~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+growth~dep+*extend*change~appos+NUMBER_SLOT']"	2.33	0.000773221	htmlPages2textPARSEDALL/http:||www.orkii.com|antigua-and-barbuda|gdp-growth-rate-world-bank.json
Y		"<location>Bosnia</location> and Herzegovina GDP growth -LRB- annual % -RRB- 2012 : <number>-0.70</number> , Percent change"	Bosnia	Bosnia and Herzegovina	gdp_growth_rate	-0.7	2	"[u'*extend*gdp~nn+LOCATION_SLOT~-nn+growth~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+growth~dep+*extend*change~appos+NUMBER_SLOT']"	-0.7	0	htmlPages2textPARSEDALL/http:||www.orkii.com|bosnia-and-herzegovina|gdp-growth-rate-world-bank.json
Y		"<location>Brunei Darussalam</location> GDP growth -LRB- annual % -RRB- 2012 : <number>2.15</number> , Percent change"	Brunei Darussalam	Brunei	gdp_growth_rate	2.154756	2	"[u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep', u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep']"	2.15	0.00220721	htmlPages2textPARSEDALL/http:||www.orkii.com|brunei-darussalam|gdp-growth-rate-world-bank.json
Y		"<location>Dominican Republic</location> GDP growth -LRB- annual % -RRB- 2012 : <number>3.89</number> , Percent change"	Dominican Republic	Dominican Republic	gdp_growth_rate	3.887683	2	"[u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep', u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep']"	3.89	0.000595985	htmlPages2textPARSEDALL/http:||www.orkii.com|dominican-republic|gdp-growth-rate-world-bank.json
Y		"<location>Papua New Guinea</location> GDP growth -LRB- annual % -RRB- 2012 : <number>8.00</number> , Percent change"	Papua New Guinea	Papua New Guinea	gdp_growth_rate	8	3	"[u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep', u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep', u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep']"	8	0	htmlPages2textPARSEDALL/http:||www.orkii.com|papua-new-guinea|gdp-growth-rate-world-bank.json
Y		"<location>South Africa</location> GDP growth -LRB- annual % -RRB- 2012 : <number>2.55</number> , Percent change"	South Africa	South Africa	gdp_growth_rate	2.548464	2	"[u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep', u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep']"	2.55	0.000602716	htmlPages2textPARSEDALL/http:||www.orkii.com|south-africa|gdp-growth-rate-world-bank.json
Y		"<location>Trinidad and Tobago</location> GDP growth -LRB- annual % -RRB- 2012 : <number>1.24</number> , Percent change"	Trinidad and Tobago	Trinidad and Tobago	gdp_growth_rate	1.244764	4	"[u'*extend*gdp~nn+LOCATION_SLOT~-nn+growth~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+growth~dep+*extend*change~appos+NUMBER_SLOT', u'*extend*gdp~nn+LOCATION_SLOT~-nn+growth~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+growth~dep+*extend*change~appos+NUMBER_SLOT']"	1.24	0.003827232	htmlPages2textPARSEDALL/http:||www.orkii.com|trinidad-and-tobago|gdp-growth-rate-world-bank.json
Y		"<location>United Kingdom</location> GDP growth -LRB- annual % -RRB- 2012 : <number>0.27</number> , Percent change"	United Kingdom	United Kingdom	gdp_growth_rate	0.27268	2	"[u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep', u'LOCATION_SLOT~-nn+gdp~dep+NUMBER_SLOT+*extend*growth~dep']"	0.27	0.00982837	htmlPages2textPARSEDALL/http:||www.orkii.com|united-kingdom|gdp-growth-rate-world-bank.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number>5.9</number> % -RRB- , <location>Bolivia</location> -LRB- 5.5 % -RRB- , Nicaragua -LRB- 5.0 % -RRB- and Chile -LRB- 4.6 % -RRB- ."	Bolivia	Bolivia	gdp_growth_rate	5.17643	1	[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	5.9	0.139781664	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number>5.9</number> % -RRB- , <location><location>Bolivia</location></location> -LRB- 5.5 % -RRB- , Nicaragua -LRB- <number>5.0</number> % -RRB- and Chile -LRB- 4.6 % -RRB- ."	Bolivia	Bolivia	gdp_growth_rate	5.17643	1	[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	5	0.034083335	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number>5.9</number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- 5.5 % -RRB- , Nicaragua -LRB- <number>5.0</number> % -RRB- and Chile -LRB- <number>4.6</number> % -RRB- ."	Bolivia	Bolivia	gdp_growth_rate	5.17643	1	[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	4.6	0.111356669	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number>5.9</number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- 5.5 % -RRB- , <location>Nicaragua</location> -LRB- <number>5.0</number> % -RRB- and Chile -LRB- <number>4.6</number> % -RRB- ."	Nicaragua	Nicaragua	gdp_growth_rate	5.204732	2	"[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	5.9	0.133583823	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number>5.9</number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number>5.5</number> % -RRB- , <location><location>Nicaragua</location></location> -LRB- <number>5.0</number> % -RRB- and Chile -LRB- <number>4.6</number> % -RRB- ."	Nicaragua	Nicaragua	gdp_growth_rate	5.204732	1	[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	5.5	0.056730683	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number>5.9</number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number>5.5</number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number>5.0</number> % -RRB- and Chile -LRB- <number><number>4.6</number></number> % -RRB- ."	Nicaragua	Nicaragua	gdp_growth_rate	5.204732	2	"[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	4.6	0.116188884	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number><number>5.9</number></number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number>5.5</number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number>5.0</number> % -RRB- and <location>Chile</location> -LRB- <number><number>4.6</number></number> % -RRB- ."	Chile	Chile	gdp_growth_rate	5.55537	2	"[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	5.9	0.062035472	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number><number>5.9</number></number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number><number>5.5</number></number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number>5.0</number> % -RRB- and <location><location>Chile</location></location> -LRB- <number><number>4.6</number></number> % -RRB- ."	Chile	Chile	gdp_growth_rate	5.55537	1	[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	5.5	0.009966933	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number><number>5.9</number></number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number><number>5.5</number></number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number><number>5.0</number></number> % -RRB- and <location><location><location>Chile</location></location></location> -LRB- <number><number>4.6</number></number> % -RRB- ."	Chile	Chile	gdp_growth_rate	5.55537	2	"[u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*LOCATION~-conj_and+LOCATION_SLOT~-pobj+grow~pobj+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	5	0.099969939	htmlPages2textPARSEDALL/http:||www.prlog.org|12202799-nicaraguas-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.html.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number>5.9</number> % -RRB- , <location>Bolivia</location> -LRB- 5.5 % -RRB- , Nicaragua -LRB- 5.0 % -RRB- and Chile -LRB- 4.6 % -RRB- ."	Bolivia	Bolivia	gdp_growth_rate	5.17643	1	[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	5.9	0.139781664	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number>5.9</number> % -RRB- , <location><location>Bolivia</location></location> -LRB- 5.5 % -RRB- , Nicaragua -LRB- <number>5.0</number> % -RRB- and Chile -LRB- 4.6 % -RRB- ."	Bolivia	Bolivia	gdp_growth_rate	5.17643	1	[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	5	0.034083335	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number>5.9</number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- 5.5 % -RRB- , Nicaragua -LRB- <number>5.0</number> % -RRB- and Chile -LRB- <number>4.6</number> % -RRB- ."	Bolivia	Bolivia	gdp_growth_rate	5.17643	1	[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	4.6	0.111356669	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number>5.9</number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- 5.5 % -RRB- , <location>Nicaragua</location> -LRB- <number>5.0</number> % -RRB- and Chile -LRB- <number>4.6</number> % -RRB- ."	Nicaragua	Nicaragua	gdp_growth_rate	5.204732	2	"[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	5.9	0.133583823	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number>5.9</number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number>5.5</number> % -RRB- , <location><location>Nicaragua</location></location> -LRB- <number>5.0</number> % -RRB- and Chile -LRB- <number>4.6</number> % -RRB- ."	Nicaragua	Nicaragua	gdp_growth_rate	5.204732	1	[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	5.5	0.056730683	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number>5.9</number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number>5.5</number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number>5.0</number> % -RRB- and Chile -LRB- <number><number>4.6</number></number> % -RRB- ."	Nicaragua	Nicaragua	gdp_growth_rate	5.204732	2	"[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	4.6	0.116188884	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number><number>5.9</number></number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number>5.5</number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number>5.0</number> % -RRB- and <location>Chile</location> -LRB- <number><number>4.6</number></number> % -RRB- ."	Chile	Chile	gdp_growth_rate	5.55537	2	"[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	5.9	0.062035472	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number><number>5.9</number></number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number><number>5.5</number></number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number>5.0</number> % -RRB- and <location><location>Chile</location></location> -LRB- <number><number>4.6</number></number> % -RRB- ."	Chile	Chile	gdp_growth_rate	5.55537	1	[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']	5.5	0.009966933	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
N		"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- <number><number><number>5.9</number></number></number> % -RRB- , <location><location><location>Bolivia</location></location></location> -LRB- <number><number>5.5</number></number> % -RRB- , <location><location><location>Nicaragua</location></location></location> -LRB- <number><number>5.0</number></number> % -RRB- and <location><location><location>Chile</location></location></location> -LRB- <number><number>4.6</number></number> % -RRB- ."	Chile	Chile	gdp_growth_rate	5.55537	2	"[u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT', u'*extend*grow~-pobj+LOCATION_SLOT~-conj_and+LOCATION~conj_and+LOCATION~appos+PERCENT~num+NUMBER_SLOT']"	5	0.099969939	htmlPages2textPARSEDALL/http:||www.pronicaragua.org|en|newsroom|press-releases|856-nicaragua-s-fdi-inflows-with-great-dynamism-during-first-trimester-of-2013.json
